Search Results: 2020 
FIPS code,State,County,Jurisdiction,Jurisdiction Type,Make,Model,Equipment Type,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots
"5510538450","Wisconsin","Rock","Johnstown","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510538450","Wisconsin","Rock","Johnstown","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510538450","Wisconsin","Rock","Johnstown","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510542575","Wisconsin","Rock","La Prairie","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510542575","Wisconsin","Rock","La Prairie","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510542575","Wisconsin","Rock","La Prairie","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510544125","Wisconsin","Rock","Lima","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510544125","Wisconsin","Rock","Lima","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510544125","Wisconsin","Rock","Lima","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510548150","Wisconsin","Rock","Magnolia","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510548150","Wisconsin","Rock","Magnolia","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510548150","Wisconsin","Rock","Magnolia","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510552200","Wisconsin","Rock","Milton","City","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510552200","Wisconsin","Rock","Milton","City","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510552225","Wisconsin","Rock","Milton","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510552225","Wisconsin","Rock","Milton","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510552200","Wisconsin","Rock","Milton","City","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510552225","Wisconsin","Rock","Milton","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510556325","Wisconsin","Rock","Newark","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510556325","Wisconsin","Rock","Newark","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510556325","Wisconsin","Rock","Newark","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510560250","Wisconsin","Rock","Orfordville","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510560250","Wisconsin","Rock","Orfordville","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510560250","Wisconsin","Rock","Orfordville","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510563675","Wisconsin","Rock","Plymouth","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510563675","Wisconsin","Rock","Plymouth","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510563675","Wisconsin","Rock","Plymouth","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510564225","Wisconsin","Rock","Porter","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510564225","Wisconsin","Rock","Porter","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510564225","Wisconsin","Rock","Porter","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510568600","Wisconsin","Rock","Rock","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510568600","Wisconsin","Rock","Rock","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510568600","Wisconsin","Rock","Rock","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510576325","Wisconsin","Rock","Spring Valley","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510576325","Wisconsin","Rock","Spring Valley","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510576325","Wisconsin","Rock","Spring Valley","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510581050","Wisconsin","Rock","Turtle","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510581050","Wisconsin","Rock","Turtle","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510581050","Wisconsin","Rock","Turtle","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510581650","Wisconsin","Rock","Union","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5510581650","Wisconsin","Rock","Union","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5510581650","Wisconsin","Rock","Union","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510703600","Wisconsin","Rusk","Atlanta","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510703600","Wisconsin","Rusk","Atlanta","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510703600","Wisconsin","Rusk","Atlanta","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510707175","Wisconsin","Rusk","Big Bend","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510707175","Wisconsin","Rusk","Big Bend","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510707175","Wisconsin","Rusk","Big Bend","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510707225","Wisconsin","Rusk","Big Falls","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510707225","Wisconsin","Rusk","Big Falls","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510707225","Wisconsin","Rusk","Big Falls","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510710500","Wisconsin","Rusk","Bruce","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510710500","Wisconsin","Rusk","Bruce","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510710500","Wisconsin","Rusk","Bruce","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510713550","Wisconsin","Rusk","Cedar Rapids","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510713550","Wisconsin","Rusk","Cedar Rapids","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510713550","Wisconsin","Rusk","Cedar Rapids","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510716775","Wisconsin","Rusk","Conrath","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510716775","Wisconsin","Rusk","Conrath","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510716775","Wisconsin","Rusk","Conrath","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510720000","Wisconsin","Rusk","Dewey","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510720000","Wisconsin","Rusk","Dewey","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510720000","Wisconsin","Rusk","Dewey","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510726100","Wisconsin","Rusk","Flambeau","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510726100","Wisconsin","Rusk","Flambeau","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510726100","Wisconsin","Rusk","Flambeau","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510729475","Wisconsin","Rusk","Glen Flora","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510729475","Wisconsin","Rusk","Glen Flora","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510729475","Wisconsin","Rusk","Glen Flora","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510730375","Wisconsin","Rusk","Grant","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510730375","Wisconsin","Rusk","Grant","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510730375","Wisconsin","Rusk","Grant","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510731775","Wisconsin","Rusk","Grow","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510731775","Wisconsin","Rusk","Grow","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510731775","Wisconsin","Rusk","Grow","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510733300","Wisconsin","Rusk","Hawkins","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510733300","Wisconsin","Rusk","Hawkins","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510733275","Wisconsin","Rusk","Hawkins","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510733275","Wisconsin","Rusk","Hawkins","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510733275","Wisconsin","Rusk","Hawkins","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510733300","Wisconsin","Rusk","Hawkins","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510736125","Wisconsin","Rusk","Hubbard","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510736125","Wisconsin","Rusk","Hubbard","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510736125","Wisconsin","Rusk","Hubbard","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510736925","Wisconsin","Rusk","Ingram","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510736925","Wisconsin","Rusk","Ingram","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510736925","Wisconsin","Rusk","Ingram","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510740850","Wisconsin","Rusk","Ladysmith","City","Dominion Voting Systems","ImageCast Evolution","Hybrid Optical Scan/BMD","N/A","Yes","Yes","No","Yes",
"5510740850","Wisconsin","Rusk","Ladysmith","City","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510742950","Wisconsin","Rusk","Lawrence","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510742950","Wisconsin","Rusk","Lawrence","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510742950","Wisconsin","Rusk","Lawrence","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510749625","Wisconsin","Rusk","Marshall","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510749625","Wisconsin","Rusk","Marshall","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510749625","Wisconsin","Rusk","Marshall","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510755175","Wisconsin","Rusk","Murry","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510755175","Wisconsin","Rusk","Murry","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510755175","Wisconsin","Rusk","Murry","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510767600","Wisconsin","Rusk","Richland","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510767600","Wisconsin","Rusk","Richland","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510767600","Wisconsin","Rusk","Richland","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510770275","Wisconsin","Rusk","Rusk","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510770275","Wisconsin","Rusk","Rusk","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510770275","Wisconsin","Rusk","Rusk","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510773175","Wisconsin","Rusk","Sheldon","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510773175","Wisconsin","Rusk","Sheldon","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510773175","Wisconsin","Rusk","Sheldon","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510774975","Wisconsin","Rusk","South Fork","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510774975","Wisconsin","Rusk","South Fork","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510774975","Wisconsin","Rusk","South Fork","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510777775","Wisconsin","Rusk","Strickland","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510777775","Wisconsin","Rusk","Strickland","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510777775","Wisconsin","Rusk","Strickland","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510777850","Wisconsin","Rusk","Stubbs","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510777850","Wisconsin","Rusk","Stubbs","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510777850","Wisconsin","Rusk","Stubbs","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510779575","Wisconsin","Rusk","Thornapple","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510779575","Wisconsin","Rusk","Thornapple","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510779575","Wisconsin","Rusk","Thornapple","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510780225","Wisconsin","Rusk","Tony","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510780225","Wisconsin","Rusk","Tony","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510780225","Wisconsin","Rusk","Tony","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510780950","Wisconsin","Rusk","True","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510780950","Wisconsin","Rusk","True","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510780950","Wisconsin","Rusk","True","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510783675","Wisconsin","Rusk","Washington","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510783675","Wisconsin","Rusk","Washington","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510783675","Wisconsin","Rusk","Washington","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510786450","Wisconsin","Rusk","Weyerhaeuser","Village","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510786450","Wisconsin","Rusk","Weyerhaeuser","Village","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510786450","Wisconsin","Rusk","Weyerhaeuser","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510787125","Wisconsin","Rusk","Wilkinson","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510787125","Wisconsin","Rusk","Wilkinson","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510787125","Wisconsin","Rusk","Wilkinson","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510787175","Wisconsin","Rusk","Willard","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510787175","Wisconsin","Rusk","Willard","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510787175","Wisconsin","Rusk","Willard","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5510787450","Wisconsin","Rusk","Wilson","Town","Not Applicable","Not Applicable","Hand Counted Paper Ballots","N/A","Yes","No","No","Yes",
"5510787450","Wisconsin","Rusk","Wilson","Town","Sequoia (Dominion)","AVC Edge","DRE-Touchscreen","Yes","Yes","Yes","No","No",
"5510787450","Wisconsin","Rusk","Wilson","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511104625","Wisconsin","Sauk","Baraboo","City","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511104625","Wisconsin","Sauk","Baraboo","City","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511104650","Wisconsin","Sauk","Baraboo","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511104650","Wisconsin","Sauk","Baraboo","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511104625","Wisconsin","Sauk","Baraboo","City","State of Wisconsin","Badger Book","Electronic Poll Book","N/A","Yes","No","No","No",
"5511104650","Wisconsin","Sauk","Baraboo","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511105600","Wisconsin","Sauk","Bear Creek","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511105600","Wisconsin","Sauk","Bear Creek","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511105600","Wisconsin","Sauk","Bear Creek","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511119550","Wisconsin","Sauk","Dellona","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511119550","Wisconsin","Sauk","Dellona","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511119550","Wisconsin","Sauk","Dellona","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511119675","Wisconsin","Sauk","Delton","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511119675","Wisconsin","Sauk","Delton","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511119675","Wisconsin","Sauk","Delton","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511124675","Wisconsin","Sauk","Excelsior","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511124675","Wisconsin","Sauk","Excelsior","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511124675","Wisconsin","Sauk","Excelsior","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511124900","Wisconsin","Sauk","Fairfield","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511124900","Wisconsin","Sauk","Fairfield","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511124900","Wisconsin","Sauk","Fairfield","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511127350","Wisconsin","Sauk","Franklin","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511127350","Wisconsin","Sauk","Franklin","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511127350","Wisconsin","Sauk","Franklin","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511127675","Wisconsin","Sauk","Freedom","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511127675","Wisconsin","Sauk","Freedom","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511127675","Wisconsin","Sauk","Freedom","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511131250","Wisconsin","Sauk","Greenfield","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511131250","Wisconsin","Sauk","Greenfield","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511131250","Wisconsin","Sauk","Greenfield","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511135625","Wisconsin","Sauk","Honey Creek","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511135625","Wisconsin","Sauk","Honey Creek","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511135625","Wisconsin","Sauk","Honey Creek","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511137250","Wisconsin","Sauk","Ironton","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511137250","Wisconsin","Sauk","Ironton","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511137225","Wisconsin","Sauk","Ironton","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511137225","Wisconsin","Sauk","Ironton","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511137225","Wisconsin","Sauk","Ironton","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511137250","Wisconsin","Sauk","Ironton","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511142850","Wisconsin","Sauk","La Valle","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511142850","Wisconsin","Sauk","La Valle","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511142825","Wisconsin","Sauk","La Valle","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511142825","Wisconsin","Sauk","La Valle","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511142825","Wisconsin","Sauk","La Valle","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511142850","Wisconsin","Sauk","La Valle","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511141300","Wisconsin","Sauk","Lake Delton","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511141300","Wisconsin","Sauk","Lake Delton","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511141300","Wisconsin","Sauk","Lake Delton","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511144225","Wisconsin","Sauk","Lime Ridge","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511144225","Wisconsin","Sauk","Lime Ridge","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511144225","Wisconsin","Sauk","Lime Ridge","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511145400","Wisconsin","Sauk","Loganville","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511145400","Wisconsin","Sauk","Loganville","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511145400","Wisconsin","Sauk","Loganville","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511151350","Wisconsin","Sauk","Merrimac","Town","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511151350","Wisconsin","Sauk","Merrimac","Town","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511151325","Wisconsin","Sauk","Merrimac","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
"5511151325","Wisconsin","Sauk","Merrimac","Village","Election Systems & Software","ExpressVote","Ballot Marking Device","N/A","Yes","Yes","No","No",
"5511151325","Wisconsin","Sauk","Merrimac","Village","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511151350","Wisconsin","Sauk","Merrimac","Town","Not Applicable","Not Applicable","Paper Poll Book","N/A","Yes","No","No","No",
"5511158025","Wisconsin","Sauk","North Freedom","Village","Election Systems & Software","DS200","Hand-Fed Optical Scanner","N/A","Yes","No","No","Yes",
